news_id,member_id,headline,source,date,url,raw_text,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
news_d5adc88538,mem_65229f6177,The Minefield of Talking With Your Children About Sexting,www.wsj.com,2018,https://www.wsj.com/articles/the-minefield-of-talking-with-your-children-about-sexting-1540047600,The Minefield of Talking With Your Children About Sexting . The Wall Street Journal. (2018),11,both,yes,yes,no
news_36902b3d37,mem_65229f6177,Sexting Among Teens is on the Rise,abcnews.go.com,2018,http://abcnews.go.com/GMA/Family/video/sexting-teens-rise-study-53383161,Sexting Among Teens is on the Rise . ABC’s Good Morning America . (2018),12,both,yes,yes,no
news_ed927bff95,mem_65229f6177,Too Much Screen Time Can Have Lasting Consequences for Young Children’s Brains,time.com,2018,http://time.com/5514539/screen-time-children-brain/,Too Much Screen Time Can Have Lasting Consequences for Young Children’s Brains . Time. (2018),13,both,yes,yes,no
news_b990841f26,mem_65229f6177,Brothers And Sisters Teach Each Other About Empathy From A Young Age,www.huffingtonpost.co.uk,2018,https://www.huffingtonpost.co.uk/entry/siblings-impact-child-developmentempathy_uk_5a8ade9ce4b05c2bcacd8abd?guccounter=1&guce_referrer_us=aHR0cHM6Ly9uZXdzLmdvb2dsZS5jb20v&guce_referrer_cs=aX3HqaVxvSKJXbWe1ymUeA,Brothers And Sisters Teach Each Other About Empathy From A Young Age . HuffPost. (2018),14,both,yes,yes,no
news_e492be80b4,mem_65229f6177,Here’s How Many Young People Are Seeing Unwanted Sexual Content Online,time.com,2018,http://time.com/5308162/unwanted-online-sex-content/,Here’s How Many Young People Are Seeing Unwanted Sexual Content Online . Time. (2018),15,both,yes,yes,no
news_7fa0230a52,mem_da080c48f2,South Health Campus Arts for Wellness concert series,www.alberta.ca,,https://www.alberta.ca/release.cfm?xID=91061DB36AF12-DCE9-A7F5-114E6DBB604D0C99,South Health Campus Arts for Wellness concert series .,0,both,yes,yes,no
news_e1ee673418,mem_da080c48f2,Music Therapy in the Calgary Zone compilation,www.youtube.com,,https://www.youtube.com/playlist?list=PLl3affNYcxwcjnU0YsGjzd1M5fHkt-4DW,Music Therapy in the Calgary Zone compilation .,1,both,yes,yes,no
news_9f8280dab9,mem_da080c48f2,Hospital's music therapy program becomes lifeline for patients/CBC News,www.cbc.ca,,https://www.cbc.ca/news/canada/calgary/hospital-patient-music-therapy-1.5896426,Hospital's music therapy program becomes lifeline for patients/CBC News .,2,both,yes,yes,no
news_1bb36c06a1,mem_da080c48f2,"South Health Campus year round music and wellness series supported by Ministry of Arts, Culture and the Status of Women",livewirecalgary.com,,https://livewirecalgary.com/2024/09/26/south-health-campus-music-pilot-becomes-a-full-time-year-round-program/#google_vignette,"South Health Campus year round music and wellness series supported by Ministry of Arts, Culture and the Status of Women .",3,both,yes,yes,no
news_72584da2aa,mem_61578b7504,"One year in, The Summit transforms mental health care for youth in Calgary",ucalgary.ca,2024,https://ucalgary.ca/news/one-year-summit-transforms-mental-health-care-youth-calgary,"One year in, The Summit transforms mental health care for youth in Calgary . UCalgary News. (2024)",0,both,yes,yes,no
news_ca787b2cd6,mem_61578b7504,Little Red Reading House now part of University of Calgary,ucalgary.ca,2023,https://ucalgary.ca/news/little-red-reading-house-now-part-university-calgary,Little Red Reading House now part of University of Calgary . UCalgary News. (2023),1,both,yes,yes,no
news_78ca47bf17,mem_61578b7504,Caregivers can help build children’s emerging language skills,halifax.citynews.ca,2022,https://halifax.citynews.ca/2022/09/11/caregivers-can-help-build-childrens-emerging-language-skills-5799195/,Caregivers can help build children’s emerging language skills . Halifax City News. (2022),2,both,yes,yes,no
news_3c27774b93,mem_61578b7504,How caregivers can help build children’s emerging language skills,theconversation.com,2022,https://theconversation.com/how-caregivers-can-help-build-childrens-emerging-language-skills-186456,How caregivers can help build children’s emerging language skills . The Conversation. (2022),3,both,yes,yes,no
news_fac2642f68,mem_61578b7504,Susan Graham named Scientific Director of the Azrieli Accelerator,arts.ucalgary.ca,2022,https://arts.ucalgary.ca/news/susan-graham-named-scientific-director-azrieli-accelerator,Susan Graham named Scientific Director of the Azrieli Accelerator . UCalgary News. (2022),4,both,yes,yes,no
news_2667bc75f4,mem_61578b7504,Parents play a key role in fostering children’s love of reading,theconversation.com,2019,https://theconversation.com/parents-play-a-key-role-in-fostering-childrens-love-of-reading-121089,Parents play a key role in fostering children’s love of reading . UCalgary News. (2019),5,both,yes,yes,no
news_25fc0d0baa,mem_38fab37327,UCalgary researchers develop shared physician-patient decision-making tool,ucalgary.ca,2023,https://ucalgary.ca/news/ucalgary-researchers-develop-shared-physician-patient-decision-making-tool,UCalgary researchers develop shared physician-patient decision-making tool . University of Calgary . (2023),0,both,yes,yes,no
news_7c456dd076,mem_38fab37327,U of C professor advancing patient-centred management of heart disease,thegauntlet.ca,2023,https://thegauntlet.ca/2023/06/21/u-of-c-professor-advancing-patient-centred-management-of-heart-disease/,U of C professor advancing patient-centred management of heart disease . Gauntlet. (2023),1,both,yes,yes,no
news_029055d48d,mem_e29ecf6f48,Seniors and Homelessness - Trinity Place Foundation Newsletter. (2019),,2019,,Seniors and Homelessness - Trinity Place Foundation Newsletter. (2019),0,both,yes,yes,no
news_44edaeda36,mem_afba364ee4,"Work, Women and Caregiving",newoldage.blogs.nytimes.com,2013,http://newoldage.blogs.nytimes.com/2013/11/21/work-women-and-caregiving,"Work, Women and Caregiving . The New York Times. (2013)",0,both,yes,yes,no
news_3d1f4b6fa2,mem_afba364ee4,Financial 'vicious cycle' traps poor women caregivers,www.reuters.com,2014,https://www.reuters.com/article/us-women-caregivers-idUSBREA252BG20140306,Financial 'vicious cycle' traps poor women caregivers . Reuters Health. (2014),1,both,yes,yes,no
news_e7b669e3b4,mem_4435cc366f,New research seeks to enhance palliative and end-of-life care,cumming.ucalgary.ca,,https://cumming.ucalgary.ca/news/new-research-seeks-enhance-palliative-and-end-life-care,New research seeks to enhance palliative and end-of-life care .,0,both,yes,yes,no
news_69e435a952,mem_4435cc366f,Effective Strategies for Managing Anxiety,www.brainandlife.org,,https://www.brainandlife.org/articles/effective-strategies-managing-anxiety,Effective Strategies for Managing Anxiety .,1,both,yes,yes,no
news_c71707fa2c,mem_4435cc366f,U of C research projects chosen to strengthen pandemic preparedness in long-term care homes,www.cbc.ca,,https://www.cbc.ca/news/canada/calgary/university-calgary-research-projects-pandemic-preparedness-longterm-care-homes-1.5853631,U of C research projects chosen to strengthen pandemic preparedness in long-term care homes .,2,both,yes,yes,no
news_9cdd35bc78,mem_4435cc366f,Top 40 Under 40 2021,www.avenuecalgary.com,2021,https://www.avenuecalgary.com/top-40-under-40/2021/,Top 40 Under 40 2021 . https://www.avenuecalgary.com/top-40-under-40/2021/zahra-goodarzi/.,3,both,yes,yes,no
news_745893273c,mem_4435cc366f,Canadian Frailty Network Summer Student Work,www.cfn-nce.ca,,https://www.cfn-nce.ca/bio/zahra-goodarzi/,Canadian Frailty Network Summer Student Work .,4,both,yes,yes,no
news_4e5b27ac48,mem_4435cc366f,Dr. Zahra Goodarzi: Exploring depression telemedicine interventions for older adults,cihr-irsc.gc.ca,,https://cihr-irsc.gc.ca/e/52492.html,Dr. Zahra Goodarzi: Exploring depression telemedicine interventions for older adults .,5,both,yes,yes,no
news_974ddbe088,mem_4435cc366f,How can we best help older adults with depression via remote treatment?,brainxchange.ca,,https://brainxchange.ca/Public/Events/Archived-Webinars-Events/2020/How-can-we-best-help-older-adults-with-depression,How can we best help older adults with depression via remote treatment? .,6,both,yes,yes,no
